,stream,stream_temp,exp_temp,mass,resp,Exp_Temp_K,log_resp,mass_g,x1,x2,log_mass_resp,lnmass,mass_resp
0,11,5.6,5,3.01468276,0.010438368,278.15,-4.562267030586257,0.00301468276,-1.794270355079705,41.720374296313295,-5.3898879836456794,1.1034946040792295,0.004562484379978795
1,11,5.6,5,3.01468276,0.016002423999999998,278.15,-4.135015068217322,0.00301468276,-1.794270355079705,41.720374296313295,-4.962636021276744,1.1034946040792295,0.006994465949255456
2,11,5.6,5,11.71668271,0.039202816,278.15,-3.239006698031161,0.01171668271,-1.794270355079705,41.720374296313295,-5.084766972177785,2.4610136988621645,0.00619032944123395
3,11,5.6,5,11.71668271,0.042460717,278.15,-3.1591759363682077,0.01171668271,-1.794270355079705,41.720374296313295,-5.004936210514831,2.4610136988621645,0.006704769028352527
4,11,5.6,5,13.33875303,0.042686691,278.15,-3.153868093514462,0.013338753029999999,-1.794270355079705,41.720374296313295,-5.096873263594208,2.590673560106329,0.006115839318406702
5,11,5.6,5,13.33875303,0.076883347,278.15,-2.5654659798879242,0.013338753029999999,-1.794270355079705,41.720374296313295,-4.508471149967671,2.590673560106329,0.011015288032358985
6,11,5.6,5,23.52930656,0.36681049600000004,278.15,-1.0029099239601569,0.023529306559999998,-1.794270355079705,41.720374296313295,-3.3715949728414842,3.15824673184177,0.03433483052519349
7,11,5.6,10,16.98670639,0.198873587,283.15,-1.6150858973148572,0.01698670639,-1.0575517554626592,40.983655696696246,-3.7394091931352436,2.832431061093849,0.023768141365035196
8,11,5.6,10,21.95987395,0.143871139,283.15,-1.9388372480951375,0.02195987395,-1.0575517554626592,40.983655696696246,-4.25574990557744,3.089216876643071,0.01418245125747078
9,11,5.6,10,29.56640466,0.227699182,283.15,-1.479729898365097,0.02956640466,-1.0575517554626592,40.983655696696246,-4.019708952654363,3.386638739052354,0.01795819086275347
10,11,5.6,10,29.56640466,0.231052504,283.15,-1.465110304243522,0.02956640466,-1.0575517554626592,40.983655696696246,-4.005089358532788,3.386638739052354,0.018222660835685873
11,11,5.6,10,33.70974549,0.45971523200000003,283.15,-0.7771480420658606,0.033709745490000005,-1.0575517554626592,40.983655696696246,-3.4154882764900862,3.5177869792323007,0.03286035784350148
12,11,5.6,15,12.78346646,0.154576185,288.15,-1.8670681973854244,0.01278346646,-0.34640034653161195,40.2725042877652,-3.778182687264247,2.5481526531717638,0.02286420510312651
13,11,5.6,15,12.78346646,0.165230926,288.15,-1.8004112320257968,0.01278346646,-0.34640034653161195,40.2725042877652,-3.7115257219046196,2.5481526531717638,0.024440205853466488
14,11,5.6,15,29.56640466,0.50273676,288.15,-0.6876885858327905,0.02956640466,-0.34640034653161195,40.2725042877652,-3.227667640122056,3.386638739052354,0.03964986878961333
15,11,5.6,15,45.53734663,0.0685878,288.15,-2.679640602631759,0.04553734663,-0.34640034653161195,40.2725042877652,-5.543540198383458,3.8185327943355984,0.003912650730918958
16,11,5.6,15,55.8716313,0.9687947020000001,288.15,-0.03170255537918185,0.055871631299999995,-0.34640034653161195,40.2725042877652,-3.048995126266684,4.023056761183336,0.04740653804915025
